Provider_Id,ProviderName,DBAName
58292,"One Ring Networks, Inc.",One Ring Networks
58294,"Byhalia.net, LLC",Byhalia.net LLC
58295,Clear Creek Mutual Telephone Company,Cleer Creek Communications
58296,Mercury Network Corporation,Mercury Network Corporation
58297,Edge Broadband,Edge Broadband
58298,NTInet Inc,NTInet
58299,WispWave LLC,Planet Connect
58299,WispWave LLC,Seviernet
58299,WispWave LLC,Seviernet.Com
58299,WispWave LLC,WireTower
58301,"Smart City Solutions, LLC",Smart City Solutions II LLC
58302,"Yelcot Video Group, Inc.",Yelcot Video Group Inc
58307,Kingdom Connection,Kingdom Connection
58308,"MGW Networks, L.L.C.",Lingo Networks
58309,"MINetworks, Inc.",MINetworks
58312,ISOMEDIA Inc,SRC
58313,Rural Farm Networks LLC,Rural Farm Networks LLC
58314,Three River Telco,THREE RIVER TELEPHONE COMPANY
58320,"Smith Bagley, Inc.",CellularOne of NE AZ
58322,Comcell,Comcell
58323,Blanca Telephone Company Dba Blanca Networks,Blanca Networks
58324,The Ponderosa Telephone Co.,Ponderosa Telephone Company
58325,Click Computers Inc.,Click Computers Inc.
58327,"FireServe, LLC",FireServe
58327,"FireServe, LLC",FireServe Broadband Internet
58328,Southwest Arkansas Telephone Cooperative Inc,Southwest Arkansas Telephone Cooperative Inc
58329,207 Broadband,207 Broadband
58330,VDL INC d/b/a Global Telecom Brokers,Global Telecom Brokers
58331,Miles Cooperative Telephone Association,Miles Cooperative Telephone Association
58334,United Telephone Company,United Telephone Company
58336,"Nyecom Teleservices, Inc.",Nyecom Teleservices
58337,"Wamego Telecommunications Company, Inc.",WTC
58338,"Fast-Air Internet, Inc.","Fast-Air Internet, Inc."
58340,Fenton Cooperative Telephone Company,Fenton Coop Telephone Co.
58340,Fenton Cooperative Telephone Company,Fenton Coop Telephone Co. Legecy internet notfor new installs
58342,West Texas Rural Telephone Cooperative Inc.,"West Texas Rural Telephone Coop, Inc."
58343,AiroComm,AiroComm
58345,e-Tel,ETEL
58347,Randolph Telephone Telecommunications Inc.,Randolph Telephone Membership Corporation
58347,Randolph Telephone Telecommunications Inc.,Randolph Telephone Telecommunications Incorporated
58350,BerryComm LLC,BerryComm
58351,Consolidated Telephone Company,Consolidated Companies  Inc.
58352,Mid-Maine Telecom LLC,Otelco
58353,3E8 Broadband Solutions,empower
58356,Network Billing Systems LLC,Fusion
58358,"Linxus Internet, LLC",Linxus Internet
58359,Pine Tree Telephone LLC,Otelco
58360,I-Land Internet Services LLC,Otelco
58361,Inter-Community Telephone Company,Inter-Community Telephone
58362,"Raicom, Inc.",BW TELCOM
58363,Coon Rapids Municipal Utilites,Coon Rapids Municpal Utitlies
58364,ARTHUR MUTUAL TELEPHONE COMPANY,Arthur Mutual Telephone
58365,"Cascade Utilities, Inc.",Cascade Utilities
58367,Aerux Boardband,Aerux Broadband
58368,Consolidated Telcom,Consolidated Telcom
58370,"Consolidated Communications Networks, Inc.",Consolidated Communications Network Inc
58372,Manning Municipal Communication & Television System Utitlty,MMCTSU
58373,Glenwood Telecommunications Inc.,Glenwood Telecommunications Inc
58375,"L R Communications, Inc.",LR Communications
58379,Wireless Etc.,Wireless ETC
58382,American Samoa Telecommunications Authority,American Samoa Telecomm. Authority
58385,"PINELAND TELEPHONE COMMUNICATIONS, INC",Pineland Communications
58388,"Cooperative Light & Power Association of Lake County, Inc.",Cooperative Light & Power
58389,UPSALA COOPERATIVE TELEPHONE ASSOCIATION,Sytek
58390,"MontanaSky Networks, Inc.","MontanaSky Networks, Inc."
58391,Delhi Telephone Company,DTC
58394,Hickory Telephone Company,HickoryTelephoneCompany
58394,Hickory Telephone Company,HickoryTelephoneCompany - Legacy Only
58395,BTC-UT CLEC,Beehive Broadband
58396,BTC-UT ILEC,Beehive Broadband
58397,BTC - NV ILEC,Beehive Broadband
58398,BTC-NV CLEC,Beehive Broadband
58399,"Direct Communications Cedar Valley, LLC",Direct Communications Cedar Valley
58400,Pottawatomie Telephone Company LLC,Pottawatomie Telephone Company
58401,"Arrowhead Electric Cooperative, Inc.","Arrowhead Electric Cooperative, Inc."
58405,Richon Inc.,Bullitt Communicaitons
58405,Richon Inc.,Bullitt Communications
58407,"Boycom Cablevision, Inc.",Boycom Cablevision Inc
58409,Eclipse Communications,Eclipse Communications
58412,"Intelliwave, LLC",Intelliwave LLC
58415,"Franklin Telephone Co., Inc.",FranklinTelephone
58416,"Bloomingdale Communications, Inc.","Bloomingdale Communications, Inc."
58417,"Southwest Communications, Inc. dba: Bloomingdale Communications","Southwest Michigan Communications, Inc."
58418,Karl Stainke,Aerolink Networks
58419,skyline Telecom,CentraCom
58420,Farmers Mutual Telephone Company,Chapin Telephone Company
58422,WebFire Communications Inc.,"Web Fire Communications, Inc."
58424,Ellerbe Telephone Company,RIVERSTREET NETWORKS
58426,"Dalton Telephone Company, Inc.",Dalton Telephone Company
58427,Livingston Telephone Company,Livingston Telephone
58428,The Rye Telephone Company,Rye Telephone
58429,Azure Standard,Azure Standard
58430,Wilkes Telephone Membership Corporation - Belhaven,RIVERSTREET NETWORKS
58432,FiberXstream,FiberXStream
58433,Barger Creek Wireless,Barger Creek Wireless
58434,Farmers Mutual Telephone Company,Farmers Mutual Telephone Company (OH)
58435,"Armstrong Utilities, Inc.","Armstrong Utilities, Inc."
58437,"MoKan Dial, Inc.",Mokan Dial Telephone Co
58439,Orbitel Communications,OrbitelCommunications
58440,Orbitel Communications,OrbitelCommunications
58445,"HONEYBERRY HILL CONSULTING, LLC",WiSER Communications
58447,"Inventive Wireless of Nebraska, LLC",Vistabeam
58448,Rockwell Coop Telephone Assn.,IowaConnect
58449,Shoreham Telephone LLC,Otelco
58453,Vogtmann Engineering Inc,Vogtmann Engineering Inc
58455,Warm Springs Telecommunications Company,WS TELECOM
58456,"Santa Rosa Telephone Coop, Inc.",SANTA ROSA TELEPHONE COOPERATIVE - 0004278420
58456,"Santa Rosa Telephone Coop, Inc.",SantaRosa Telephone Cooperative
58463,"Santa Rosa Telephone Coop., Inc. CLEC",SANTA ROSA TELEPHONE COOPERATIVE
58463,"Santa Rosa Telephone Coop., Inc. CLEC",SANTA ROSA TELEPHONE COOPERATIVE - 0004278420
58463,"Santa Rosa Telephone Coop., Inc. CLEC",SANTA ROSA TELEPHONE COOPERATIVE - 0005063615
58463,"Santa Rosa Telephone Coop., Inc. CLEC",Santa Rosa Telephone Cooperative
58464,TXOL Internet Inc.,Txol Internet
58465,Pattersonville Telephone Co,Pattersonville Telephone Company
58466,"Central Oklahoma Telephone Co., LLC",Central Oklahoma Telephone Co LLC
58466,"Central Oklahoma Telephone Co., LLC",Central Oklahoma Telephone Co.
58467,"XIT Telecommunication & Technology, Ltd.","XIT Telecommunication & Technology, Ltd."
58468,Central Cellular LLC/dba Cotc Connections,Central Cellular LLC /dba COTC Connections
58469,Wes Tex Telephone Cooperative Inc,Wes-Tex Telephone Cooperative
58472,Armstrong Telephone Company - Northern Division,Armstrong Telephone Company - ND
58475,FIDELITY CABLEVISION LLC,CoBridge Communications
58475,FIDELITY CABLEVISION LLC,Cobridge Communications
58475,FIDELITY CABLEVISION LLC,Fidelity Cablevision
58476,Safelink Internet,Safelink Internet
58477,GigaBeam Networks LLC,GigaBeam Networks LLC
58478,MInet,Monmouth IndependenceNetworks
58478,MInet,MonmouthIndependenc Networks
58478,MInet,MonmouthIndependence Networks
58478,MInet,MonmouthIndependenceNetworks
58478,MInet,Willamette ValleyFiber
58478,MInet,WillametteValley Fiber
58478,MInet,WillametteValleyFiber
58479,"Taylor Telephone Cooperative, Inc.","Taylor Telephone Cooperative, Inc."
58481,US Internet Corp.,US Internet
58482,Aristotle Unified Communications L.L.C.,Aristotle
58483,South Central Telephone Coop Inc,South Central Telephone Coop Inc
58484,Westelcom Network,Westelcom Network Inc
58486,"Triangle Telephone Cooperative Association, Inc.",Triangle Communications
58486,"Triangle Telephone Cooperative Association, Inc.",Triangle Mobile
58487,"Central Montana Communications, Inc.",Triangle Communications
58488,"Internet Consulting Services, LLC",ICS Advanced Technologies
58489,Monon Telephone Company Inc.,MononTelephoneCompany
58490,Triangle Communication Systems Inc,Triangle Communications
58490,Triangle Communication Systems Inc,Triangle Mobile
58492,Indianhead Telephone Company,INDIANHEAD TELEPHONE COMPANY
58494,"LinOra Corp, dba Wilderness Wireless",Wilderness Wireless
58495,"Myakka Communications, Inc.",Myakka Communications Inc.
58496,"Rising Wireless, Inc.",Rising Wireless Inc
58497,North Central Kansas Community Network,North Central Kansas Community Network
58499,BIXBY TELEPHONE CO.,Bixby Telephone Company
58506,Brandon Rarick,ACTS LLC
58508,Heart of Iowa Communications Cooperative,Heart of Iowa Ventures
58510,"Alternative Choice Wireless, LLC","Alternative Choice Wireless, LLC"
58513,"Ace Link Telecommunication, Inc.",AcenTek
58514,"BTC, Inc.",Western Iowa Networks
58515,"Project Mutual Telephone Cooperative Association, Inc.","Project Mutual Telephone Cooperative Association, Inc."
58516,"Project Mutual Telephone Cooperative Association, Inc.","Project Mutual Telephone Cooperative Association, Inc."
58517,"Cunningham Communications, Inc.","Cunningham Communications, Inc."
58519,"Yadkin Valley Telecom, Inc.",Yadtel
58526,Cincinnati Bell Telephone Company LLC,Cincinnati Bell Telephone Company LLC
58527,AIRFIBER WISP LLC,AirFiber WISP LLC
58528,EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION,Egyptian Telephone Coop Assn
58529,"mi-fiber, LLC",mi-fiber LLC
58530,BTC Broadband,BTC Broadband
58531,"Wisper ISP, INC",Wisper ISP
58534,Chariton Valley Communications Corporation,Chariton Valley Communications Corporation
58536,"New Lisbon Broadband and Communications, LLC",NEW LISBON
58537,Popp Telcom Incorporated,POPP Communications
58539,Va Air Networks,Virginia Air Networks
58541,The Peoples State Bank,PeoplesNet
58542,Seneca Telephone Company,Seneca Telephone Company
58544,"Goodman Telephone Company, Inc.","Goodman Telephone Company, Inc."
58545,Ozark Telephone Company,OZARK-AR
58545,Ozark Telephone Company,OZARK-OK
58545,Ozark Telephone Company,OZARKMO
58548,Axxis Communication Inc.,Gorge Networks
58550,Waldron TelephoneCo,Waldron TelephoneCo
58551,ATC BROADBAND LLC,ATC BROADBAND LLC
58552,"Origin Networks, LLC",Infostructure
58554,"Nitelog, Inc",Red Shift
58555,High Speed Idaho Internet,High Speed Idaho Internet LLC.
58556,North Carolina Wireless,Mountain Broadband
58556,North Carolina Wireless,North Carolina Wireless
58559,"Pathway Com-Tel, Inc.",pathway
58560,"Pasty.net,Inc.","Pasty.net, Inc."
58561,Skyline Telephone Membership Corporation,Skyline Telephone Membership Corporation
58562,Iris Networks,IrisNetworks
58566,OACYS Technology,OACYS Technology
58567,"SkyBest Communications, Inc.",SKYBEST COMMUNICATIONS
58570,iSpeed Internet LLC,Big Red Communications
58573,"PGEC Enterprises, LLC",Prince George Electric Coop
58574,"HRS Internet, LLC d/b/a Lightbound",LightBound
58575,"Cunningham Telephone Co., Inc.","Cunningham Telephone Co., Inc."
58576,Catalina Broadband Solutions LLC,Catalina Broadband Solutions LLC
58577,ENMR Telephone Cooperative,ENMR
58578,"Plateau Telecommunications, Incorporated",Plateau
58580,"Chesnee Telephone Company, Inc. d/b/a Chesnee Communications","Chesnee Telephone Company, Inc. d/b/a Chesnee Communications"
58584,"Plains Internet, LLC",Plains Internet
58587,City of Bellevue,Town of Bellevue
58590,Northern Telephone & Data,Northern Telephone & Data
58591,"Starry, Inc.","Starry, Inc."
58594,"Hayneville Telephone Company, Inc.",hayneville
58595,Garden Valley Telephone Company,Garden Valley Technologies
58598,Infostructure Inc,1Tennessee
58599,"Tri-County Telephone Cooperative, Inc.","Tri-County Communications Cooperative, Inc."
58602,Privatel Inc.,"Privatel, Inc."
58604,"Rural Route Broadband, LLC. d.b.a Pivotal Wireless",Pivotal Wireless
58606,"Broadband VI, LLC",Broadband VI
58607,"Nemont Telephone Cooperative, Inc.","Missouri Valley Communications, Inc."
58607,"Nemont Telephone Cooperative, Inc.","Nemont Telephone Cooperative, Inc."
58607,"Nemont Telephone Cooperative, Inc.","Project Telephone Company, Inc."
58608,Netwurx,Netwurx LLC
58609,PBN LLC,PBN
58610,"Compass Broadband Network, Inc.",Community Broadband Network
58611,"Center Junction Telephone Company, Inc.",Center Junction Telephone Company
58614,898018325196,BitcomLLC
58618,"San Juan Cable, Inc.",San Juan Cable
58619,WORLDNET TELECOMMUNICATIONS,Worldnet
58622,Cross River Fiber LLC,Cross River Fiber LLC
58623,"Charter Communications, Inc.",Charter Communications Inc
58624,"Resound Networks, LLC",Resound Networks LLC
58625,Alpha Technologies Inc,Alpha Technologies Inc
58626,Gila River Telecommunications Inc.,Gila River Telecommunications Inc.
58628,"LINCOLNVILLE COMMUNICATIONS, INC.","LINCOLNVILLE COMMUNICATIONS, INC."
58630,Wabash Mutual Telephone Company,Wabash Mutual Telephone
58631,"PVT Networks, Inc.","PVT Networks, Inc."
58632,Nikola Broadband,Nikola Broadband
58633,Gardonville Coop.  Tele. Assn.,Gardonville Telephone
58633,Gardonville Coop.  Tele. Assn.,Wisper
58638,4ip Technology,Nexstream
58641,"Totelcom Networks, LLC","Totelcom Networks, LLC"
58643,CTC TELECOM INC,CTC Telecom
58647,"TDS METROCOM, LLC",tds metrocom
58648,Lumos Networks Inc.,Lumos Networks Inc
58651,Talk America Inc. d/b/a Cavalier Telephone also d/b/a Cavalier Business Communications also d/b/a Cavalier Telephone and TV,Cavalier Telephone and TV
58651,Talk America Inc. d/b/a Cavalier Telephone also d/b/a Cavalier Business Communications also d/b/a Cavalier Telephone and TV,"Cavalier Telephone, LLC"
58651,Talk America Inc. d/b/a Cavalier Telephone also d/b/a Cavalier Business Communications also d/b/a Cavalier Telephone and TV,"LDMI Telecommunications, LLC"
58651,Talk America Inc. d/b/a Cavalier Telephone also d/b/a Cavalier Business Communications also d/b/a Cavalier Telephone and TV,Network Telephone Corporation
58651,Talk America Inc. d/b/a Cavalier Telephone also d/b/a Cavalier Business Communications also d/b/a Cavalier Telephone and TV,"Network Telephone, LLC"
58651,Talk America Inc. d/b/a Cavalier Telephone also d/b/a Cavalier Business Communications also d/b/a Cavalier Telephone and TV,PAETEC Business Services
58651,Talk America Inc. d/b/a Cavalier Telephone also d/b/a Cavalier Business Communications also d/b/a Cavalier Telephone and TV,"Talk America, Inc"
58651,Talk America Inc. d/b/a Cavalier Telephone also d/b/a Cavalier Business Communications also d/b/a Cavalier Telephone and TV,"Talk America, LLC"
58652,"TEXAS BROADBAND, INC.","Texas Broadband, Inc."
58659,"Centre WISP Venture Company, LLC",Centre WISP Venture Company
58663,Pocahontas Fiber Network,Pocahontas Fiber Network
58664,"ETC Communications, LLC","ETC Communications, LLC"
58667,"East Ascension Telephone Company, L.L.C.","Eatelcorp, LLC"
58667,"East Ascension Telephone Company, L.L.C.",LATELCO
58667,"East Ascension Telephone Company, L.L.C.",Vision Communications
58671,Aeronet Wireless Broadband LLC,AeroNet
58672,"Geneseo Communications Services, Inc.",Geneseo Communications Services
58673,Superior iNET,Superior iNET
58676,Yadkin Valley Telephone Membership Corporation,Yadtel
58678,Hudson Valley Wireless,Hudson Valley Wireless
58679,Yucca Telecommunications Systems,Yucca Telecom
58680,"TecInfo Communications, LLC","TecInfo Communications, LLC"
58684,Dixon Acquisition LLC,Dixon Acquisition LLC
58685,"Windstream Iowa Telecommunications, LLC",Windstream Iowa Communications Inc.
58687,FIRST STEP INTERNET,"First Step Internet, LLC"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (100x100 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (10x10 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (12x12 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (15x10 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (200x200 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (20x20 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (25x25 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (25x3 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (30x30 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (50x50 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (5x5 Custom Plan Not Available)"
58687,FIRST STEP INTERNET,"First Step Internet, LLC (60x60 Custom Plan Not Available)"
58696,"DUNBARTON TELEPHONE COMPANY, INC.",Dunbarton Telephone Company
58697,"BENTON CABLEVISION, INC.",Benton Cablevision Inc
58697,"BENTON CABLEVISION, INC.","Benton Cablevision, Inc."
58698,Benton Cooperative Telephone Company,Benton Cooperative Telephone Company
58700,Westphalia Telephone,Westphalia Telephone
58700,Westphalia Telephone,Westphalia Telephone Company
58703,Jaguar Communications,Jaguar Communications
58706,"Millington CATV, LLC",Millington CATV
58715,Emery Telephone,Custom Plan - Not Available
58715,Emery Telephone,Emery Telcom
58724,Nunn Telephone Company,Nunn Telephone Company
58727,"Nunn Communications, LLC","Nunn Communications, LLC"
58738,Shenandoah Telephone Company,Shentel
58740,Hooper Telephone Company,WesTel Systems
58742,Ringgold Telephone Company,Ringgold Telephone Company
58744,"RTC Solutions, Inc",Ringgold Telephone Company
58751,"WideOpenWest Cleveland, LLC",WOW
58757,"Knology of Alabama, Inc.",WOW
58760,"Bee Creek Communications, Inc.",Bee Creek Communications
58762,"Campus Communications Group, Inc.",Campus Communications Group
58766,"ATV Holdings, LLC dba Mitchell Telecom",Mitchell Telecom
58766,"ATV Holdings, LLC dba Mitchell Telecom",Mitchell Telecom Fiber -2
58767,"NTUA Wireless, LLC",Choice Splash
58768,"Commnet Four Corners, LLC",Choice Splash
58771,Palo Cooperative Telephone Association,Palo Cooperative Telephone Association
58772,Barnes City Cooperative Telephone Company,Barnes City Cooperative Telephone Company
58774,"LiteWire Internet Services, Inc.",LiteWire
58775,CONCEPT COMMUNICATION CORP,Concept Cable
58776,Tipmont Rural Electric Membership Corporation,Tipmont REMC
58781,"CableSouth Media III, LLC",CableSouth Media
58782,Pembroke Telephone Cooperative,PemTel
58789,KLM Telephone Company,KLM Telephone Company
58795,"FirstLight FIber, Inc.",FirstLight Fiber
58796,Diller Telephone Co,Diller Telephone Co
58812,West Side Telecommunications,Westco Internet
58819,"Eastern Slope Rural Telephone Association, Inc.","Eastern Slope Rural Telephone Association, Inc."
58826,SYCAMORE TELEPHONE COMPANY,Sycamore Telephone Co
58829,"South Plains Telephone Cooperative, Inc.","South Plains Telephone Cooperative, Inc."
58832,CITIZENS TELEPHONE CO.,Comporium
58835,"Valley Telephone Cooperative, Inc.",VTCI
58838,"La Ward Telephone Exchange, Inc.",50/25 speed is custom
58838,"La Ward Telephone Exchange, Inc.",La Ward Communications
58839,"Venture Communications Cooperative, Inc.","Venture Communications Cooperative, Inc"
58839,"Venture Communications Cooperative, Inc.",Venture Vision
58841,Southern Broadband,Southern Broadband LLC
58842,"Skywave Wireless, Inc.",Skywave Wireless Inc.
58843,Yukon-Waltz Telephone Company,Yukon Waltz Telephone Company
58845,Superior Telephone Cooperative,Superior Telephone Cooperative
58849,InfoWest Inc,"InfoWest, Inc."
58850,"The Southern Kansas Telephone Company, Inc.","The Southern Kansas Telephone Co., Inc."
58851,"SKT, Inc.","SKT, Inc."
58853,"Surge Communications, LLC",Surge Broadband
58857,Steelville Telephone Exchange Inc,"Steelville Telephone Exchange, Inc."
58861,"Pioneer Telephone Cooperative, Inc.","Pioneer Telephone Cooperative, Inc."
58862,"WaveDivision Holdings, LLC",CoastCom
58862,"WaveDivision Holdings, LLC",Wave
58863,"Royell Communications, Inc.",Royell Communications Inc.
58865,"Tri-County Telephone Association, Inc. (KS)",TRI-COUNTY TELEPHONE
58867,Council Grove Telephone Company,Council Grove Telephone Company
58869,"TC Wireless, Inc.",TC WIRELESS
58871,"Mid States Services, LLC.",Mid-States Services
58872,Palmerton Telephone Co,Palmerton Telephone CO
58872,Palmerton Telephone Co,Palmerton Telephone Co
58875,Wilson Telephone Co Inc,Wilson Communications
58876,"CenturyLink, Inc.",CenturyLink
58877,Bits of Technology Wireless Internet,BTWI
58878,Cable Plus,Cable Plus Inc.
58879,Morgan Wireless LLC,"Morgan Wireless, LLC"
58882,"Pembroke Advanced Communications, Inc.",PembrokeAdvancedCommunications
58883,"Vyve Broadband Investments, LLC",Vyve Broadband
58884,Small Business Solutions Group L.L.C.,Rural Reach
58886,Buggs Island Telephone Cooperative,Buggs Island Telephone Cooperative
58887,"Tennessee Wireless, LLC",Tennessee Wireless LLC
58888,"Triad Wireless, LLC",Triad Wireless LLC
58889,"Giant Communications, Inc.",Giant Communications
58890,Surfnet Communications,Surfnet Communications
58891,Transtelco,Transtelco
58893,"Computer 5, Inc.",LocalTel Communications
58905,"Kuhn Communications, Inc.","Kuhn Communications, Inc."
58910,Sand Creek Telephone Company,Sand Creek Telephone Company
58914,"FULLnet, Inc.",FULLnet
58915,Kasson & Mantorville Telephone Company,KMTelecom
58917,Gigabeam Internet,Gigabeam Internet
58928,Pigeon Telephone Company,Agri-Valley Services
58929,"DFJB,LLC",GlobalVision
58932,"Communications Plus, Inc.",Comunications Plus
58933,"Chickasaw Telecommunications Services, Inc.","Chickasaw Telecommunications Services, Inc."
58934,"CalNeva Broadband, LLC",CalNeva Broadband
58937,Sweetser Telephone,Sweetser Telephone
58947,"HAYNEVILLE FIBER TRANSPORT, INC.",Camelliacomm
58949,"BTC Communications, LLC",BTC Communications
58951,"Point Broadband of Opelika, LLC","Point Broadband Opelika, LLC"
58970,Port 80 Internet Services,"Hosted Backbone, LLC"
58970,Port 80 Internet Services,Port80 Internet Services
58972,Great Lakes Communication Corp.,IGL TeleConnect
58973,McDonald County Telephone Co,25/1 speed is custom
58973,McDonald County Telephone Co,MCDONALD COUNTY
58976,Northeast Iowa Telephone Co.,Northeast Iowa Telephone Company
58978,Winn Telephone,Winn Telephone
58980,Biddeford Internet Corporation,Great Works Internet
58982,Butler-Bremer Mutual Telephone Company,Butler-Bremer Communications
58985,Heart of Iowa Communications Cooperative,Heart of Iowa Communications Cooperative
58992,Arnold Burton,"VGI Technology, Inc."
59014,Tele-Media Solutions,Tele-Media Solutions
59015,WASHINGTON COUNTY RURAL TELEPHONE COOPERATIVE INC,Tele-Media Solutions
59023,TDS TELECOMMUNICATIONS CORPORATION,TDS TELECOM
59034,Telegia Communications Inc.,"Telegia Communications, Inc."
59036,"B2X Online, Inc","B2X Online, Inc."
59038,The Junction Internet LLC,The Junction Internet LLC
59039,Back 40 Wireless LLC,Back 40 Wireless LLC
59040,Armstrong Telephone Company-MD,Armstrong Telephone Company - MD
59042,"Dubois Telephone Exchange, Inc.","Dubois Telephone Exchange, Inc."
59060,"Nicholville Telephone Co., Inc.",Nicholville Telephone Company
59062,"IdeaTek Telcom, LLC",IdeaTek
59067,Ayersville Telephone Company,Ayersville Telephone Company
59076,"Interstate Telecommunications Coop., Inc.","Interstate Telecommunications Cooperative, Inc."
59078,"Urban Communications, Inc",Urban Communications
59084,Palmetto Rural Telephone Cooperative Inc,PRTC
59089,Graymont Cooperative Assn,Graymont Coop Internet
59107,Northeast Florida Telephone Company,Northeast Florida Telephone Co
59116,"Verizon Washington, DC Inc.",Verizon Washington DC Inc.
59117,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC
59119,Futurum Communications Corp,FORETHOUGHT.net
59120,"United Services, Inc.",United Fiber
59120,"United Services, Inc.",United Sky
59121,"Data @ccess Communication, Inc.","Data@ccess Communication, Inc."
59122,"Davis Voice & Data, LLC",Davis Voice  Data
59124,"Sonic Telecom, LLC",Sonic.net
59130,Monon Telephone Company Inc.,MononTelephoneCompany
59131,"Optimus Communications, LLC","Optimus Communications, LLC"
59132,"Chaffee County Telecom, LLC",Chaffee County Telecom LLC
59137,"Salina Spavinaw Telephone Co., Inc.",Salina-Spavinaw Telephone Company
59138,Franklin EPB Fiber,Franklin Epb
59141,Mayfield Electric & Water,Mayfield Electric & Water
59142,Newport Utilities,Newport Utilities
59147,ZIPLINK SYSTEMS LLC,ZIPLINK SYSTEMS LLC
59148,"VTX Communications, LLC",VTXC
59149,"Telepak Networks, Inc.",Telepak Networks Inc
59152,"Marquette-Adams Telephone Cooperative, Inc.",Marquette-Adams Telephone
59153,LISMORE COOPERATIVE TELEPHONE CO,Lismore Cooperative Telephone Company
59156,WICO Site Management LLC,"American Wireless, Inc DBA AWI Networks"
59166,The Ridgeville Telephone Company,Ridgeville Telephone Company
59168,"LBH, LLC",Cameron Communications
59169,"Cameron Telephone Company, LLC",Cameron Communications
59170,Wikstrom Telephone Co,Wiktel
59176,Clay County Rural Telephone Cooperative Inc,Endeavor
59178,"XL Broadband, Inc.",XLBroadband
59188,Scott County Telephone Cooperative,Scott County Telephone Cooperative
59189,Elizabeth Telephone Company,Cameron Communications
59190,"yondoo Broadband, LLC","yondoo Broadband, LLC"
59195,"DigitalPath, Inc",DigitalPath
59202,COZAD TELEPHONE COMPANY,COZAD TELEPHONE COMPANY
59203,"Lynnville Telephone Company, Inc.","Lynnville Telephone Company, Inc."
59205,"CS Technologies, Inc.","CS Technologies, Inc."
59206,Gardonville Coop.  Tele. Assn.,Gardonville Telephone
59207,"RB3, LLC",Reach Broadband
59208,Verizon Delaware LLC,Verizon Delaware LLC
59209,"Massillon Cable TV, Inc.",MCTV
59210,"Alyrica Networks, Inc.","Alyrica Networks, Inc."
59241,Germantown Telephone Company,GTel Teleconnections
59243,Columbia Energy L.L.C,Columbia iConnect
59244,All Points Broadband,All Points Broadband
59245,"Hotwire Communications, Ltd.",Hotwire Communications Ltd.
59246,Verizon Maryland LLC,Verizon Maryland LLC
59247,Mountain iNet,Mountain iNet
59248,Winnebago Cooperative Telecom Association,Winnebago Cooperative Telecom Association
59251,Aptitude Internet LLC,Aptitude Internet Solutions
59254,THE CONNEAUT TELEPHONE COMPANY,"CableSuite 541, Inc."
59254,THE CONNEAUT TELEPHONE COMPANY,GreatWave Broadband Services LLC
59254,THE CONNEAUT TELEPHONE COMPANY,Suite224 Internet
59258,"Virginia Broadband, LLC",Virginia Broadband LLC
59266,DE KALB TELEPHONE COOPERATIVE INC,"DeKalb Telephone Cooperative, Inc."
59277,Satview Broadband Ltd,Satview Broadband
59278,"Snowcloud Services, LLC",Snow Cloud Services LLC
59279,Stoneham Cooperative Telephone Corporation,Stoneham Cooperative Telephone Corporation
59283,Kit Carson Electric Cooperative Inc.,Kit Carson Internet
59287,"Velocity Telephone, Inc.","Velocity Telephone, Inc."
59293,Belmont Telephone Company,Belmont
59300,Yelcot Telephone Company,Yelcot Communications
59302,Mountain View Telephone Company,Mountain View Telephone Co
59304,Moultrie Independent Telephone Company,Moultrie Independent Telephone Co
59306,Shawnee Telephone Company,Shawnee Telephone
59312,ALTIUS Communications LLC,ALTIUS Broadband
59312,ALTIUS Communications LLC,BridgeMAXX
59312,ALTIUS Communications LLC,Suncoast Broadband
59317,Lavalle Telephone Cooperative Inc,Lavalle Telephone Cooperative Inc
59318,Mechanicsville Telephone Company,Mechanicsville Telephone Company
59319,Martelle Cooperative Telephone Association,Martelle Communications
59320,Coon Valley Farmers Telephone Company,Coon Valley Farmers Telephone
59321,Coon Valley Farmers Telephone Company,Coon Valley Farmers Telephone Company
59322,Sac County Mutual Telephone Co.,Sac County Mutual Telephone Co.
59323,Grand Mound Cooperative Telephone Association,GMCTA - CLEC IA
59335,Mechanicsville Telephone Company,Martelle Communications
59336,Christensen Communications Co. - CLEC,Christensen Communications
59337,Christensen Communications Co.,Christensen Communications
59338,Grand Mound Cooperative Telephone Association,Grand Mound Cooperative Telephone Association
